,Unnamed: 0.1,Unnamed: 0,Classification,Disposition,datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
152,152,152,Extortion,Open Investigation,2019-02-08 09:48:00,2019,39,2,4,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,LOST AND FOUND
153,153,153,Criminal Mischief,Open Investigation,2019-04-16 07:14:00,2019,106,4,1,day_weekday,"KENT VALE APARTMENT BLK G, 115",KV,1.30249388,103.7703148,STOLEN ITEMS
154,154,154,Harassment: Bias Incident,Open Investigation,2019-02-04 05:04:00,2019,35,2,0,day_weekday,UHALL CARPARK,UTown,1.297316736,103.7777968,LOST AND FOUND
155,155,155,Shoplifting,Arrest,2019-02-01 04:37:00,2019,32,2,4,day_weekday,SEA-TO-SPACE (18KR BUNGALOW),KR,1.297559311,103.774216,STOLEN ITEMS
156,156,156,Harassment: Bias Incident,Closed,2018-12-20 07:38:00,2018,354,12,3,day_weekday,BTC-CAFE,BTC,1.319623502,103.8174052,LOST AND FOUND
157,157,157,Shoplifting,Arrest,2018-10-02 21:14:00,2018,275,10,1,day_weekday,LECTURE THEATRE 33,FOS,1.29776785,103.7808098,STOLEN ITEMS
158,158,158,Trespass,Judicial Referral,2019-04-11 10:58:00,2019,101,4,3,day_weekday,"KENT VALE APARTMENT BLK D, 113",KV,1.302189396,103.7678817,EMERGENCY INCIDENTS
159,159,159,Attempted Fraud,Closed,2019-06-30 13:24:00,2019,181,6,6,weekend,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,LOST AND FOUND
160,160,160,Trespassing,Unfounded,2018-08-25 00:54:00,2018,237,8,5,weekend,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,DAMAGED PROPERTY
161,161,161,Liquor Law Violation,Open Investigation,2019-04-07 06:47:00,2019,97,4,6,weekend,BTC-BLOCK B,BTC,1.319007737,103.8169549,LOST AND FOUND
162,162,162,Fraud,Open Investigation,2018-12-07 13:10:00,2018,341,12,4,day_weekday,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,DAMAGED PROPERTY
163,163,163,Rape,Arrest,2019-07-23 17:41:00,2019,204,7,1,day_weekday,ENGINEERING BLOCK 8,CDE,1.299003113,103.7726879,SEXUAL INCIDENTS
164,164,164,Trespassing,Open Investigation,2019-05-10 19:42:00,2019,130,5,4,day_weekday,17 PGP BUNGALOW,PGP,1.292575481,103.7792351,DAMAGED PROPERTY
165,165,165,Theft,Open Investigation,2018-12-30 10:38:00,2018,364,12,6,weekend,12A KR BUNGALOW,KR,1.29723462,103.7747589,LOST AND FOUND
166,166,166,Trespassing,Arrest,2019-04-17 19:42:00,2019,107,4,2,day_weekday,KE VII HALL (COMMUNAL HALL),PGP,1.292402899,103.7810646,DAMAGED PROPERTY
167,167,167,Identity Theft,Open Investigation,2019-08-22 16:53:00,2019,234,8,3,day_weekday,BTC-FEDERAL,BTC,1.318374465,103.8173933,LOST AND FOUND
168,168,168,Theft,Arrest,2019-03-14 14:06:00,2019,73,3,3,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 1,FASS,1.29414275,103.7711509,LOST AND FOUND
169,169,169,Trespassing,Arrest,2018-12-16 08:12:00,2018,350,12,6,weekend,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,DAMAGED PROPERTY
170,170,170,Criminal Mischief,Open Investigation,2019-12-10 19:53:00,2019,344,12,1,day_weekday,I3,SOC,1.292406056,103.7755806,STOLEN ITEMS
171,171,171,Theft,Open Investigation,2019-07-10 10:06:00,2019,191,7,2,day_weekday,SCIENCE BLOCK 15,FOS,1.297049608,103.7801538,LOST AND FOUND
172,172,172,Trespassing,Arrest,2019-09-09 02:54:00,2019,252,9,0,day_weekday,MEDICINE BLOCK 9,FOS,1.296451987,103.7810899,DAMAGED PROPERTY
173,173,173,Theft,Open Investigation,2019-08-22 18:11:00,2019,234,8,3,day_weekday,DECOM SUB-STATION 2 (NEAR TEM HALL),HALL,1.292688302,103.773122,LOST AND FOUND
174,174,174,Possession of Burglary Tools 2,Open Investigation,2018-08-07 04:58:00,2018,219,8,1,day_weekday,ENGINEERING BLOCK 1,CDE,1.298761566,103.7710794,LOST AND FOUND
175,175,175,Burglary,,2018-11-23 10:09:00,2018,327,11,4,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,LOST AND FOUND
176,176,176,Theft: Criminal Mischief,Open Investigation,2019-01-15 09:24:00,2019,15,1,1,day_weekday,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,LOST AND FOUND
177,177,177,Trespass,Open Investigation,2019-03-15 14:32:00,2019,74,3,4,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,EMERGENCY INCIDENTS
178,178,178,Theft, Closed,2019-09-16 09:03:00,2019,259,9,0,day_weekday,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,LOST AND FOUND
179,179,179,Theft,Open Investigation,2018-11-23 20:38:00,2018,327,11,4,day_weekday,9 KR BUNGALOW,KR,1.294339477,103.7782597,LOST AND FOUND
180,180,180,False Public Alarm,Open Investigation,2019-10-07 00:22:00,2019,280,10,0,day_weekday,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,LOST AND FOUND
181,181,181,False Public Alarm,Open Investigation,2019-07-26 05:07:00,2019,207,7,4,day_weekday,PGP RESIDENCES (BLOCK 12),PGP,1.290852627,103.780192,LOST AND FOUND
182,182,182,False Public Alarm,Open Investigation,2019-02-22 01:45:00,2019,53,2,4,day_weekday,SCIENCE BLOCK 5,FOS,1.295676384,103.7790261,LOST AND FOUND
183,183,183,Theft,Open Investigation,2018-09-20 17:24:00,2018,263,9,3,day_weekday,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,LOST AND FOUND
184,184,184,Attempted Extortion,Arrest,2019-01-11 23:28:00,2019,11,1,4,day_weekday,HOUSE 5 ANNEX,HALL,1.291945118,103.77433,LOST AND FOUND
185,185,185,Harassment: Fraud,Arrest,2019-08-20 15:50:00,2019,232,8,1,day_weekday,LECTURE THEATRE 7A,CDE,1.300437448,103.7708888,LOST AND FOUND
186,186,186,Trespass,Closed,2019-09-17 00:09:00,2019,260,9,1,day_weekday,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,EMERGENCY INCIDENTS
187,187,187,Trespassing,Arrest,2019-09-07 10:04:00,2019,250,9,5,weekend,RIDGE VIEW RESIDENCE (BLOCK A),YIH,1.297474982,103.776628,DAMAGED PROPERTY
188,188,188,Identity Theft,Closed,2019-06-10 10:40:00,2019,161,6,0,day_weekday,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
189,189,189,Shoplifting,Open Investigation,2019-09-15 21:39:00,2019,258,9,6,weekend,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,STOLEN ITEMS
190,190,190,Fraud,Open Investigation,2019-10-27 14:13:00,2019,300,10,6,weekend,MEDICINE BLOCK 7,FOS,1.295550034,103.7817394,DAMAGED PROPERTY
191,191,191,Harassment: Fraud,Open Investigation,2019-09-13 07:36:00,2019,256,9,4,day_weekday,"KENT VALE APARTMENT BLK A,103",KV,1.301286274,103.7690165,LOST AND FOUND
192,192,192,Harassment, Open Investigation,2018-12-09 22:05:00,2018,343,12,6,weekend,18A PGP BUNGALOW,PGP,1.292325199,103.7795281,DAMAGED PROPERTY
193,193,193,Rape,Closed,2019-08-02 12:53:00,2019,214,8,4,day_weekday,KE VII HALL (BLOCK A),PGP,1.292733372,103.7806752,SEXUAL INCIDENTS
194,194,194,Assault,Open Investigation,2019-08-12 06:43:00,2019,224,8,0,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,DAMAGED PROPERTY
195,195,195,Terroristic Threats,Open Investigation,2019-04-02 07:14:00,2019,92,4,1,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
196,196,196,Criminal Mischief, Arrest,2019-04-06 15:50:00,2019,96,4,5,weekend,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,STOLEN ITEMS
197,197,197,Harassment,,2019-01-01 15:16:00,2019,1,1,1,day_weekday,COMPUTING BLOCK 3,SOC,1.294839606,103.77459,DAMAGED PROPERTY
198,198,198,Theft,Open Investigation,2019-03-17 01:04:00,2019,76,3,6,weekend,PGP RESIDENCES (BLOCK 4),PGP,1.291208032,103.7822304,LOST AND FOUND
199,199,199,Trespassing,unfounded,2019-07-23 08:01:00,2019,204,7,1,day_weekday,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,DAMAGED PROPERTY
200,200,200,Hindering Possession of Burglary Tools,Closed,2019-07-06 01:54:00,2019,187,7,5,weekend,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
201,201,201,Trespass,Closed,2018-11-11 21:32:00,2018,315,11,6,weekend,SCIENCE BLOCK 6,FOS,1.295387759,103.7794885,EMERGENCY INCIDENTS
202,202,202,Criminal Mischief,Open Investigation,2019-05-03 01:16:00,2019,123,5,4,day_weekday,LECTURE THEATRE 19,SOC,1.293714563,103.7744495,STOLEN ITEMS
203,203,203,Theft,Open Investigation,2018-11-25 18:40:00,2018,329,11,6,weekend,PGP RESIDENCES (BLOCK 3),PGP,1.291295726,103.7824282,LOST AND FOUND
204,204,204,Theft,Arrest,2018-11-21 11:54:00,2018,325,11,2,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,LOST AND FOUND
205,205,205,Theft,Open Investigation,2019-12-04 12:30:00,2019,338,12,2,day_weekday,BTC-EU TONG SEN,BTC,1.318461229,103.8168299,LOST AND FOUND
206,206,206,Theft,Open Investigation,2019-11-01 13:35:00,2019,305,11,4,day_weekday,16 EVANS BUNGALOW,BTC,1.317643511,103.8196586,LOST AND FOUND
207,207,207,Harassment,Unfounded,2019-10-29 18:46:00,2019,302,10,1,day_weekday,UNIVERSITY CULTURAL CENTRE,UCC,1.301613834,103.7722703,DAMAGED PROPERTY
208,208,208,Theft,Judicial Referral,2019-01-18 04:41:00,2019,18,1,4,day_weekday,ENGINEERING BLOCK 8,CDE,1.299003113,103.7726879,LOST AND FOUND
209,209,209,Fraud,Closed,2019-05-17 05:42:00,2019,137,5,4,day_weekday,LECTURE THEATRE 18,SOC,1.293522481,103.7745083,DAMAGED PROPERTY
210,210,210,Assault,Open Investigation,2019-09-17 20:13:00,2019,260,9,1,day_weekday,PGP RESIDENCES MPH,PGP,1.290916678,103.780617,DAMAGED PROPERTY
211,211,211,Shoplifting ,Arrest,2018-11-03 17:02:00,2018,307,11,5,weekend,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,LOST AND FOUND
212,212,212,Trespassing,Open Investigation,2019-02-12 08:30:00,2019,43,2,1,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,DAMAGED PROPERTY
213,213,213,Harassment, Arrest,2018-11-07 06:25:00,2018,311,11,2,day_weekday,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,DAMAGED PROPERTY
214,214,214,Theft,Open Investigation,2019-04-08 00:14:00,2019,98,4,0,day_weekday,HON SUI SEN MEMORIAL LIBRARY,BIZ,1.293089851,103.7745597,LOST AND FOUND
215,215,215,Criminal Mischief,Arrest,2019-06-18 02:24:00,2019,169,6,1,day_weekday,INFORMATION TECHNOLOGY,CDE,1.29755262,103.7725433,STOLEN ITEMS
216,216,216,Trespassing,Arrest,2019-05-25 13:13:00,2019,145,5,5,weekend,TECH CTR FOR OFFSHORE & MARINE,PGP,1.293515294,103.7769167,DAMAGED PROPERTY
217,217,217,Trespassing,Judicial Referral,2018-09-13 05:14:00,2018,256,9,3,day_weekday,YALE EAST CORE,UTown,1.305538246,103.7720734,DAMAGED PROPERTY
218,218,218,Trespassing,Closed,2019-03-08 15:19:00,2019,67,3,4,day_weekday,KENT VALE CHILD CARE CENTRE,KV,1.301492828,103.7689924,DAMAGED PROPERTY
219,219,219,Possession of Burglary Tools 2,,2019-09-22 17:48:00,2019,265,9,6,weekend,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,LOST AND FOUND
220,220,220,Trespassing,Arrest,2019-11-06 18:29:00,2019,310,11,2,day_weekday,YALE EAST CORE,UTown,1.305538246,103.7720734,DAMAGED PROPERTY
221,221,221,Shoplifting,Open Investigation,2019-10-25 06:52:00,2019,298,10,4,day_weekday,PGP RESIDENCES (BLOCK 15),PGP,1.291668827,103.7801396,STOLEN ITEMS
222,222,222,Shoplifting,Open Investigation,2019-10-13 01:29:00,2019,286,10,6,weekend,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,STOLEN ITEMS
223,223,223,Theft,Open Investigation,2018-10-16 23:02:00,2018,289,10,1,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,LOST AND FOUND
224,224,224,Trespass,Open Investigation,2019-09-16 13:51:00,2019,259,9,0,day_weekday,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,EMERGENCY INCIDENTS
225,225,225,Theft: Criminal Mischief,Unfounded,2019-06-20 17:52:00,2019,171,6,3,day_weekday,CENTRAL STORAGE LIBRARY ANNEX,FASS,1.296929332,103.7738774,LOST AND FOUND
226,226,226,Rape,Arrest,2019-07-29 08:58:00,2019,210,7,0,day_weekday,ENGINEERING BLOCK 7,CDE,1.298590159,103.7734899,SEXUAL INCIDENTS
227,227,227,Trespassing,Arrest,2019-04-09 01:55:00,2019,99,4,1,day_weekday,I3,SOC,1.292406056,103.7755806,DAMAGED PROPERTY
228,228,228,Criminal Mischief,Arrest,2018-10-21 05:30:00,2018,294,10,6,weekend,ENGINEERING BLOCK 4A,CDE,1.29859899,103.7725782,STOLEN ITEMS
229,229,229,Trespassing,Open Investigation,2019-01-25 06:06:00,2019,25,1,4,day_weekday,LECTURE THEATRE 9,FASS,1.294966198,103.7722988,DAMAGED PROPERTY
230,230,230,Theft,Arrest,2019-07-09 20:29:00,2019,190,7,1,day_weekday,DSO BUILDING,FOS,1.296243699,103.7813743,LOST AND FOUND
231,231,231,Theft,Open Investigation,2019-12-05 20:51:00,2019,339,12,3,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,LOST AND FOUND
232,232,232,Theft,Open Investigation,2019-01-12 07:09:00,2019,12,1,5,weekend,ENGINEERING AUDITORIUM,CDE,1.300558705,103.7707907,LOST AND FOUND
233,233,233,Possession of Burglary Tools 2,Unfounded,2019-05-18 13:13:00,2019,138,5,5,weekend,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,LOST AND FOUND
234,234,234,Harassment,Arrest,2019-04-18 00:57:00,2019,108,4,3,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,DAMAGED PROPERTY
235,235,235,Liquor Law Violation,Arrest,2019-07-25 07:18:00,2019,206,7,3,day_weekday,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,LOST AND FOUND
236,236,236,Stalking,Closed,2019-03-13 03:00:00,2019,72,3,2,day_weekday,SHAW FOUNDATION ALUMNI HOUSE,BIZ,1.293190699,103.7734347,SEXUAL INCIDENTS
237,237,237,Criminal Mischief,Arrest,2019-05-15 06:58:00,2019,135,5,2,day_weekday,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,STOLEN ITEMS
238,238,238,Lewdness,,2019-04-21 07:56:00,2019,111,4,6,weekend,SHEARES HALL (BLOCK C),HALL,1.291354968,103.7760394,SEXUAL INCIDENTS
239,239,239,Harassment,Open Investigation,2019-03-11 08:37:00,2019,70,3,0,day_weekday,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,DAMAGED PROPERTY
240,240,240,Theft,Arrest,2018-12-27 01:51:00,2018,361,12,3,day_weekday,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,LOST AND FOUND
241,241,241,Theft,Arrest,2019-08-17 15:03:00,2019,229,8,5,weekend,18A PGP BUNGALOW,PGP,1.292325199,103.7795281,LOST AND FOUND
242,242,242,Criminal Mischief, Closed,2018-11-27 17:10:00,2018,331,11,1,day_weekday,NUS ENTERPRISE-JTC BLK71,BIZ,1.292392337,103.7757231,STOLEN ITEMS
243,243,243,Service of Warrant,Open Investigation,2019-03-29 14:14:00,2019,88,3,4,day_weekday,RAFFLES HALL (BLOCK A),YIH,1.299677886,103.7732472,LOST AND FOUND
244,244,244,Criminal Mischief,Open Investigation,2019-01-27 17:09:00,2019,27,1,6,weekend,12 KR BUNGALOW,KR,1.297234098,103.77391,STOLEN ITEMS
245,245,245,Harassment,Open Investigation,2019-01-13 14:08:00,2019,13,1,6,weekend,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,DAMAGED PROPERTY
246,246,246,Trespassing,Arrest,2019-10-30 01:13:00,2019,303,10,2,day_weekday,LECTURE THEATRE 8,FASS,1.294142102,103.7718061,DAMAGED PROPERTY
247,247,247,Extortion,Open Investigation,2019-05-14 14:56:00,2019,134,5,1,day_weekday,EL SERVICE RESERVOIRS 1&2,CDE,1.299643981,103.7721483,LOST AND FOUND
248,248,248,Possession of Burglary Tools 2,Open Investigation,2018-10-14 13:55:00,2018,287,10,6,weekend,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,LOST AND FOUND
249,249,249,Shoplifting,Open Investigation,2018-11-05 06:26:00,2018,309,11,0,day_weekday,CREATE (RESEARCH),UTown,1.303674633,103.7735763,STOLEN ITEMS
250,250,250,Trespassing,Arrest,2019-09-21 19:32:00,2019,264,9,5,weekend,PGP RESIDENCES RESTAURANT,PGP,1.290570399,103.7813784,DAMAGED PROPERTY
251,251,251,False Public Alarm,Open Investigation,2019-11-12 16:39:00,2019,316,11,1,day_weekday,TAN CHENG LOCK BABA HSE MUSEUM,DNMS,1.277214325,103.8373254,LOST AND FOUND
252,252,252,Criminal Mischief,Open Investigation,2019-01-26 04:20:00,2019,26,1,5,weekend,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,STOLEN ITEMS
253,253,253,Trespassing,Closed,2019-05-20 05:30:00,2019,140,5,0,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,DAMAGED PROPERTY
254,254,254,Theft,Unfounded,2019-01-18 21:20:00,2019,18,1,4,day_weekday,SCIENCE BLOCK 1A (LEE WEE KENG),FOS,1.296422972,103.7792749,LOST AND FOUND
255,255,255,Possession of Burglary Tools 2,Arrest,2018-09-24 10:36:00,2018,267,9,0,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
256,256,256,Shoplifting,Closed,2019-05-23 21:01:00,2019,143,5,3,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,STOLEN ITEMS
257,257,257,Fraud,Open Investigation,2019-07-18 06:30:00,2019,199,7,3,day_weekday,UHALL CARPARK,UTown,1.297316736,103.7777968,DAMAGED PROPERTY
258,258,258,Trespassing,Unfounded,2019-02-26 08:06:00,2019,57,2,1,day_weekday,LECTURE THEATRE 35 (PETER AND MARY FU),FOS,1.29530784,103.7814362,DAMAGED PROPERTY
259,259,259,Assault,Open Investigation,2019-08-13 02:18:00,2019,225,8,1,day_weekday,NUS ENTERPRISE-JTC BLK71,BIZ,1.292392337,103.7757231,DAMAGED PROPERTY
260,260,260,Assault,Open Investigation,2018-12-04 08:45:00,2018,338,12,1,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,DAMAGED PROPERTY
261,261,261,Theft,Open Investigation,2019-08-11 02:18:00,2019,223,8,6,weekend,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
262,262,262,Criminal Mischief, Arrest,2018-12-12 03:57:00,2018,346,12,2,day_weekday,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,STOLEN ITEMS
263,263,263,Theft,Unfounded,2019-10-21 08:56:00,2019,294,10,0,day_weekday,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,LOST AND FOUND
264,264,264,Domestic Violence: Harassment,unfounded,2019-01-30 04:38:00,2019,30,1,2,day_weekday,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,LOST AND FOUND
265,265,265,Aggravated Assault,Open Investigation,2019-01-28 21:17:00,2019,28,1,0,day_weekday,I3,SOC,1.292406056,103.7755806,LOST AND FOUND
266,266,266,Harassment,Closed,2018-12-21 17:28:00,2018,355,12,4,day_weekday,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,DAMAGED PROPERTY
267,267,267,Stalking,Unfounded,2019-11-07 02:08:00,2019,311,11,3,day_weekday,BTC-SUB-STATION,BTC,1.318793146,103.8179381,SEXUAL INCIDENTS
268,268,268,Disorderly Conduct,Arrest,2019-01-26 18:45:00,2019,26,1,5,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,SEXUAL INCIDENTS
269,269,269,Theft,Closed,2019-07-03 23:40:00,2019,184,7,2,day_weekday,"KENT VALE APARTMENT BLK E, 109",KV,1.301741912,103.7678456,LOST AND FOUND
270,270,270,Harassment: Trespassing,Open Investigation,2018-10-13 05:55:00,2018,286,10,5,weekend,DNMS CARPARK,DNMS,1.281499226,103.8334517,LOST AND FOUND
271,271,271,Trespassing,Judicial Referral,2019-03-05 13:46:00,2019,64,3,1,day_weekday,YALE RESIDENTIAL COLLEGE 3,UTown,1.30762857,103.7719629,DAMAGED PROPERTY
272,272,272,Attempted Extortion,Open Investigation,2019-11-16 08:04:00,2019,320,11,5,weekend,PGP RESIDENCES (BLOCK 26),PGP,1.29068027,103.7815813,LOST AND FOUND
273,273,273,Terroristic Threats,Closed,2019-08-15 12:05:00,2019,227,8,3,day_weekday,BTC-EU TONG SEN,BTC,1.318461229,103.8168299,LOST AND FOUND
274,274,274,Defiant Trespass,Open Investigation,2019-08-13 10:13:00,2019,225,8,1,day_weekday,SCIENCE BLOCK 4,FOS,1.295631286,103.7788028,LOST AND FOUND
275,275,275,Trespassing,Closed,2019-02-14 09:55:00,2019,45,2,3,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,DAMAGED PROPERTY
276,276,276,Theft,Open Investigation,2019-05-14 23:10:00,2019,134,5,1,day_weekday,TEMASEK HALL (BLOCK E),HALL,1.292584001,103.7722725,LOST AND FOUND
277,277,277,Shoplifting , Open Investigation,2019-05-20 22:23:00,2019,140,5,0,day_weekday,MEDICINE BLOCK 4,FOS,1.295482387,103.7811936,LOST AND FOUND
278,278,278,Harassment,Open Investigation,2019-07-31 21:36:00,2019,212,7,2,day_weekday,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,DAMAGED PROPERTY
279,279,279,Trespass, Open Investigation,2019-06-16 06:44:00,2019,167,6,6,weekend,CENTRAL LIBRARY,FASS,1.296375466,103.7730045,EMERGENCY INCIDENTS
280,280,280,Theft, Closed,2019-09-15 05:23:00,2019,258,9,6,weekend,EUSOFF HALL (BLOCK D),HALL,1.293493373,103.7697466,LOST AND FOUND
281,281,281,Shoplifting,Open Investigation,2019-01-24 22:10:00,2019,24,1,3,day_weekday,LECTURE THEATRE 32,FOS,1.296130118,103.778317,STOLEN ITEMS
282,282,282,Rape,Arrest,2019-02-19 21:33:00,2019,50,2,1,day_weekday,COMPUTING BLOCK 1,SOC,1.294771346,103.773839,SEXUAL INCIDENTS
283,283,283,Attempted Extortion,Open Investigation,2019-03-01 16:55:00,2019,60,3,4,day_weekday,CELS CARPARK,FOS,1.294475238,103.7812,LOST AND FOUND
284,284,284,Theft,Closed,2019-01-04 23:47:00,2019,4,1,4,day_weekday,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,LOST AND FOUND
285,285,285,Fraud,Open Investigation,2019-02-04 10:43:00,2019,35,2,0,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 2,FASS,1.294517061,103.7711126,DAMAGED PROPERTY
286,286,286,Criminal Mischief,Open Investigation,2018-11-20 13:38:00,2018,324,11,1,day_weekday,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,STOLEN ITEMS
287,287,287,Trespassing,Open Investigation,2019-04-19 14:51:00,2019,109,4,4,day_weekday,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,DAMAGED PROPERTY
288,288,288,Theft,Unfounded,2018-12-04 13:13:00,2018,338,12,1,day_weekday,YALE WEST CORE,UTown,1.308169683,103.7723937,LOST AND FOUND
289,289,289,Theft,Open Investigation,2019-02-12 10:50:00,2019,43,2,1,day_weekday,FASS BLK7 (SHAW FDN BLDG),FASS,1.293258477,103.7733817,LOST AND FOUND
290,290,290,Attempted Theft,Closed,2019-04-10 21:06:00,2019,100,4,2,day_weekday,KENT RIDGE HALL (BLOCK C),HALL,1.291532109,103.7746841,LOST AND FOUND
291,291,291,False Public Alarm,Judicial Referral,2018-11-27 23:41:00,2018,331,11,1,day_weekday,YALE SCIENCE BLOCK,UTown,1.3060437,103.7720044,LOST AND FOUND
292,292,292,Attempted Fraud,Judicial Referral,2019-07-12 18:03:00,2019,193,7,4,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,LOST AND FOUND
293,293,293,Identity Theft,Open Investigation,2019-04-28 05:37:00,2019,118,4,6,weekend,PGP RESIDENCES RESTAURANT,PGP,1.290570399,103.7813784,LOST AND FOUND
294,294,294,Rape,Arrest,2019-01-27 11:46:00,2019,27,1,6,weekend,KENT RIDGE HALL (BLOCK D),HALL,1.291524551,103.7744384,SEXUAL INCIDENTS
295,295,295,Disorderly Conduct,Open Investigation,2019-04-06 22:47:00,2019,96,4,5,weekend,PGP RESIDENCES (BLOCK 3),PGP,1.291295726,103.7824282,SEXUAL INCIDENTS
296,296,296,Shoplifting, Closed,2019-10-06 11:45:00,2019,279,10,6,weekend,"KENT VALE APARTMENT BLK E, 109",KV,1.301741912,103.7678456,STOLEN ITEMS
297,297,297,Harassment,Judicial Referral,2019-08-01 05:09:00,2019,213,8,3,day_weekday,CREATE (UTOWN PLAZA),UTown,1.304638629,103.7726193,DAMAGED PROPERTY
298,298,298,Theft,Unfounded,2019-01-21 18:03:00,2019,21,1,0,day_weekday,EDUCATION RESOURCE CENTRE,UTown,1.305725982,103.7726716,LOST AND FOUND
299,299,299,Assault: Domestic Violence,Open Investigation,2019-04-13 06:44:00,2019,103,4,5,weekend,RAFFLES HALL (EXTENSION TO BLOCK B &D),YIH,1.300508386,103.7731637,LOST AND FOUND
300,300,300,Criminal Mischief, Open Investigation,2019-01-14 06:25:00,2019,14,1,0,day_weekday,PGP RESIDENCES (BLOCK 6),PGP,1.291222487,103.7799887,STOLEN ITEMS
301,301,301,Harassment: Fraud,Open Investigation,2019-07-19 17:00:00,2019,200,7,4,day_weekday,TEMBUSU COLLEGE- MAIN BLK,UTown,1.306170497,103.7737562,LOST AND FOUND
302,302,302,Theft,Open Investigation,2019-07-26 07:13:00,2019,207,7,4,day_weekday,"KENT VALE APARTMENT BLK A,103",KV,1.301286274,103.7690165,LOST AND FOUND
303,303,303,Criminal Mischief,Arrest,2019-06-09 05:22:00,2019,160,6,6,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,STOLEN ITEMS
