datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
11/11/18 21:32,2018,315,11,6,weekend,SCIENCE BLOCK 6,FOS,1.295387759,103.7794885,EMERGENCY INCIDENTS
3/5/19 1:16,2019,123,5,4,day_weekday,LECTURE THEATRE 19,SOC,1.293714563,103.7744495,STOLEN ITEMS
25/11/18 18:40,2018,329,11,6,weekend,PGP RESIDENCES (BLOCK 3),PGP,1.291295726,103.7824282,LOST AND FOUND
21/11/18 11:54,2018,325,11,2,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,LOST AND FOUND
4/12/19 12:30,2019,338,12,2,day_weekday,BTC-EU TONG SEN,BTC,1.318461229,103.8168299,LOST AND FOUND
1/11/19 13:35,2019,305,11,4,day_weekday,16 EVANS BUNGALOW,BTC,1.317643511,103.8196586,LOST AND FOUND
29/10/19 18:46,2019,302,10,1,day_weekday,UNIVERSITY CULTURAL CENTRE,UCC,1.301613834,103.7722703,DAMAGED PROPERTY
18/1/19 4:41,2019,18,1,4,day_weekday,ENGINEERING BLOCK 8,CDE,1.299003113,103.7726879,LOST AND FOUND
17/5/19 5:42,2019,137,5,4,day_weekday,LECTURE THEATRE 18,SOC,1.293522481,103.7745083,DAMAGED PROPERTY
17/9/19 20:13,2019,260,9,1,day_weekday,PGP RESIDENCES MPH,PGP,1.290916678,103.780617,DAMAGED PROPERTY
3/11/18 17:02,2018,307,11,5,weekend,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,LOST AND FOUND
12/2/19 8:30,2019,43,2,1,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,DAMAGED PROPERTY
7/11/18 6:25,2018,311,11,2,day_weekday,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,DAMAGED PROPERTY
8/4/19 0:14,2019,98,4,0,day_weekday,HON SUI SEN MEMORIAL LIBRARY,BIZ,1.293089851,103.7745597,LOST AND FOUND
18/6/19 2:24,2019,169,6,1,day_weekday,INFORMATION TECHNOLOGY,CDE,1.29755262,103.7725433,STOLEN ITEMS
25/5/19 13:13,2019,145,5,5,weekend,TECH CTR FOR OFFSHORE & MARINE,PGP,1.293515294,103.7769167,DAMAGED PROPERTY
13/9/18 5:14,2018,256,9,3,day_weekday,YALE EAST CORE,UTown,1.305538246,103.7720734,DAMAGED PROPERTY
8/3/19 15:19,2019,67,3,4,day_weekday,KENT VALE CHILD CARE CENTRE,KV,1.301492828,103.7689924,DAMAGED PROPERTY
22/9/19 17:48,2019,265,9,6,weekend,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,LOST AND FOUND
6/11/19 18:29,2019,310,11,2,day_weekday,YALE EAST CORE,UTown,1.305538246,103.7720734,DAMAGED PROPERTY
25/10/19 6:52,2019,298,10,4,day_weekday,PGP RESIDENCES (BLOCK 15),PGP,1.291668827,103.7801396,STOLEN ITEMS
13/10/19 1:29,2019,286,10,6,weekend,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,STOLEN ITEMS
16/10/18 23:02,2018,289,10,1,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,LOST AND FOUND
16/9/19 13:51,2019,259,9,0,day_weekday,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,EMERGENCY INCIDENTS
20/6/19 17:52,2019,171,6,3,day_weekday,CENTRAL STORAGE LIBRARY ANNEX,FASS,1.296929332,103.7738774,LOST AND FOUND
29/7/19 8:58,2019,210,7,0,day_weekday,ENGINEERING BLOCK 7,CDE,1.298590159,103.7734899,SEXUAL INCIDENTS
9/4/19 1:55,2019,99,4,1,day_weekday,I3,SOC,1.292406056,103.7755806,DAMAGED PROPERTY
21/10/18 5:30,2018,294,10,6,weekend,ENGINEERING BLOCK 4A,CDE,1.29859899,103.7725782,STOLEN ITEMS
25/1/19 6:06,2019,25,1,4,day_weekday,LECTURE THEATRE 9,FASS,1.294966198,103.7722988,DAMAGED PROPERTY
9/7/19 20:29,2019,190,7,1,day_weekday,DSO BUILDING,FOS,1.296243699,103.7813743,LOST AND FOUND
5/12/19 20:51,2019,339,12,3,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,LOST AND FOUND
12/1/19 7:09,2019,12,1,5,weekend,ENGINEERING AUDITORIUM,CDE,1.300558705,103.7707907,LOST AND FOUND
18/5/19 13:13,2019,138,5,5,weekend,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,LOST AND FOUND
18/4/19 0:57,2019,108,4,3,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,DAMAGED PROPERTY
25/7/19 7:18,2019,206,7,3,day_weekday,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,LOST AND FOUND
13/3/19 3:00,2019,72,3,2,day_weekday,SHAW FOUNDATION ALUMNI HOUSE,BIZ,1.293190699,103.7734347,SEXUAL INCIDENTS
15/5/19 6:58,2019,135,5,2,day_weekday,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,STOLEN ITEMS
21/4/19 7:56,2019,111,4,6,weekend,SHEARES HALL (BLOCK C),HALL,1.291354968,103.7760394,SEXUAL INCIDENTS
11/3/19 8:37,2019,70,3,0,day_weekday,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,DAMAGED PROPERTY
27/12/18 1:51,2018,361,12,3,day_weekday,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,LOST AND FOUND
17/8/19 15:03,2019,229,8,5,weekend,18A PGP BUNGALOW,PGP,1.292325199,103.7795281,LOST AND FOUND
27/11/18 17:10,2018,331,11,1,day_weekday,NUS ENTERPRISE-JTC BLK71,BIZ,1.292392337,103.7757231,STOLEN ITEMS
29/3/19 14:14,2019,88,3,4,day_weekday,RAFFLES HALL (BLOCK A),YIH,1.299677886,103.7732472,LOST AND FOUND
27/1/19 17:09,2019,27,1,6,weekend,12 KR BUNGALOW,KR,1.297234098,103.77391,STOLEN ITEMS
13/1/19 14:08,2019,13,1,6,weekend,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,DAMAGED PROPERTY
30/10/19 1:13,2019,303,10,2,day_weekday,LECTURE THEATRE 8,FASS,1.294142102,103.7718061,DAMAGED PROPERTY
14/5/19 14:56,2019,134,5,1,day_weekday,EL SERVICE RESERVOIRS 1&2,CDE,1.299643981,103.7721483,LOST AND FOUND
14/10/18 13:55,2018,287,10,6,weekend,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,LOST AND FOUND
5/11/18 6:26,2018,309,11,0,day_weekday,CREATE (RESEARCH),UTown,1.303674633,103.7735763,STOLEN ITEMS
21/9/19 19:32,2019,264,9,5,weekend,PGP RESIDENCES RESTAURANT,PGP,1.290570399,103.7813784,DAMAGED PROPERTY
12/11/19 16:39,2019,316,11,1,day_weekday,TAN CHENG LOCK BABA HSE MUSEUM,DNMS,1.277214325,103.8373254,LOST AND FOUND
26/1/19 4:20,2019,26,1,5,weekend,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,STOLEN ITEMS
20/5/19 5:30,2019,140,5,0,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,DAMAGED PROPERTY
18/1/19 21:20,2019,18,1,4,day_weekday,SCIENCE BLOCK 1A (LEE WEE KENG),FOS,1.296422972,103.7792749,LOST AND FOUND
24/9/18 10:36,2018,267,9,0,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
23/5/19 21:01,2019,143,5,3,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,STOLEN ITEMS
18/7/19 6:30,2019,199,7,3,day_weekday,UHALL CARPARK,UTown,1.297316736,103.7777968,DAMAGED PROPERTY
26/2/19 8:06,2019,57,2,1,day_weekday,LECTURE THEATRE 35 (PETER AND MARY FU),FOS,1.29530784,103.7814362,DAMAGED PROPERTY
13/8/19 2:18,2019,225,8,1,day_weekday,NUS ENTERPRISE-JTC BLK71,BIZ,1.292392337,103.7757231,DAMAGED PROPERTY
4/12/18 8:45,2018,338,12,1,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,DAMAGED PROPERTY
11/8/19 2:18,2019,223,8,6,weekend,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
12/12/18 3:57,2018,346,12,2,day_weekday,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,STOLEN ITEMS
21/10/19 8:56,2019,294,10,0,day_weekday,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,LOST AND FOUND
30/1/19 4:38,2019,30,1,2,day_weekday,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,LOST AND FOUND
28/1/19 21:17,2019,28,1,0,day_weekday,I3,SOC,1.292406056,103.7755806,LOST AND FOUND
21/12/18 17:28,2018,355,12,4,day_weekday,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,DAMAGED PROPERTY
7/11/19 2:08,2019,311,11,3,day_weekday,BTC-SUB-STATION,BTC,1.318793146,103.8179381,SEXUAL INCIDENTS
26/1/19 18:45,2019,26,1,5,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,SEXUAL INCIDENTS
3/7/19 23:40,2019,184,7,2,day_weekday,"KENT VALE APARTMENT BLK E, 109",KV,1.301741912,103.7678456,LOST AND FOUND
13/10/18 5:55,2018,286,10,5,weekend,DNMS CARPARK,DNMS,1.281499226,103.8334517,LOST AND FOUND
5/3/19 13:46,2019,64,3,1,day_weekday,YALE RESIDENTIAL COLLEGE 3,UTown,1.30762857,103.7719629,DAMAGED PROPERTY
16/11/19 8:04,2019,320,11,5,weekend,PGP RESIDENCES (BLOCK 26),PGP,1.29068027,103.7815813,LOST AND FOUND
15/8/19 12:05,2019,227,8,3,day_weekday,BTC-EU TONG SEN,BTC,1.318461229,103.8168299,LOST AND FOUND
13/8/19 10:13,2019,225,8,1,day_weekday,SCIENCE BLOCK 4,FOS,1.295631286,103.7788028,LOST AND FOUND
14/2/19 9:55,2019,45,2,3,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,DAMAGED PROPERTY
14/5/19 23:10,2019,134,5,1,day_weekday,TEMASEK HALL (BLOCK E),HALL,1.292584001,103.7722725,LOST AND FOUND
20/5/19 22:23,2019,140,5,0,day_weekday,MEDICINE BLOCK 4,FOS,1.295482387,103.7811936,LOST AND FOUND
31/7/19 21:36,2019,212,7,2,day_weekday,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,DAMAGED PROPERTY
16/6/19 6:44,2019,167,6,6,weekend,CENTRAL LIBRARY,FASS,1.296375466,103.7730045,EMERGENCY INCIDENTS
15/9/19 5:23,2019,258,9,6,weekend,EUSOFF HALL (BLOCK D),HALL,1.293493373,103.7697466,LOST AND FOUND
24/1/19 22:10,2019,24,1,3,day_weekday,LECTURE THEATRE 32,FOS,1.296130118,103.778317,STOLEN ITEMS
19/2/19 21:33,2019,50,2,1,day_weekday,COMPUTING BLOCK 1,SOC,1.294771346,103.773839,SEXUAL INCIDENTS
1/3/19 16:55,2019,60,3,4,day_weekday,CELS CARPARK,FOS,1.294475238,103.7812,LOST AND FOUND
4/1/19 23:47,2019,4,1,4,day_weekday,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,LOST AND FOUND
4/2/19 10:43,2019,35,2,0,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 2,FASS,1.294517061,103.7711126,DAMAGED PROPERTY
20/11/18 13:38,2018,324,11,1,day_weekday,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,STOLEN ITEMS
19/4/19 14:51,2019,109,4,4,day_weekday,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,DAMAGED PROPERTY
4/12/18 13:13,2018,338,12,1,day_weekday,YALE WEST CORE,UTown,1.308169683,103.7723937,LOST AND FOUND
12/2/19 10:50,2019,43,2,1,day_weekday,FASS BLK7 (SHAW FDN BLDG),FASS,1.293258477,103.7733817,LOST AND FOUND
10/4/19 21:06,2019,100,4,2,day_weekday,KENT RIDGE HALL (BLOCK C),HALL,1.291532109,103.7746841,LOST AND FOUND
27/11/18 23:41,2018,331,11,1,day_weekday,YALE SCIENCE BLOCK,UTown,1.3060437,103.7720044,LOST AND FOUND
12/7/19 18:03,2019,193,7,4,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,LOST AND FOUND
28/4/19 5:37,2019,118,4,6,weekend,PGP RESIDENCES RESTAURANT,PGP,1.290570399,103.7813784,LOST AND FOUND
27/1/19 11:46,2019,27,1,6,weekend,KENT RIDGE HALL (BLOCK D),HALL,1.291524551,103.7744384,SEXUAL INCIDENTS
6/4/19 22:47,2019,96,4,5,weekend,PGP RESIDENCES (BLOCK 3),PGP,1.291295726,103.7824282,SEXUAL INCIDENTS
6/10/19 11:45,2019,279,10,6,weekend,"KENT VALE APARTMENT BLK E, 109",KV,1.301741912,103.7678456,STOLEN ITEMS
1/8/19 5:09,2019,213,8,3,day_weekday,CREATE (UTOWN PLAZA),UTown,1.304638629,103.7726193,DAMAGED PROPERTY
21/1/19 18:03,2019,21,1,0,day_weekday,EDUCATION RESOURCE CENTRE,UTown,1.305725982,103.7726716,LOST AND FOUND
13/4/19 6:44,2019,103,4,5,weekend,RAFFLES HALL (EXTENSION TO BLOCK B &D),YIH,1.300508386,103.7731637,LOST AND FOUND
14/1/19 6:25,2019,14,1,0,day_weekday,PGP RESIDENCES (BLOCK 6),PGP,1.291222487,103.7799887,STOLEN ITEMS
19/7/19 17:00,2019,200,7,4,day_weekday,TEMBUSU COLLEGE- MAIN BLK,UTown,1.306170497,103.7737562,LOST AND FOUND
26/7/19 7:13,2019,207,7,4,day_weekday,"KENT VALE APARTMENT BLK A,103",KV,1.301286274,103.7690165,LOST AND FOUND
9/6/19 5:22,2019,160,6,6,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,STOLEN ITEMS
16/3/19 3:01,2019,75,3,5,weekend,TEMBUSU COLLEGE- MAIN BLK,UTown,1.306170497,103.7737562,EMERGENCY INCIDENTS
19/1/19 20:32,2019,19,1,5,weekend,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,STOLEN ITEMS
10/1/19 16:01,2019,10,1,3,day_weekday,LECTURE THEATRE 14,SOC,1.295737627,103.7733865,DAMAGED PROPERTY
14/12/18 18:11,2018,348,12,4,day_weekday,SCIENCE BLOCK 14,FOS,1.296848923,103.7798471,DAMAGED PROPERTY
8/11/19 8:47,2019,312,11,4,day_weekday,SCIENCE BLOCK 3,FOS,1.295514032,103.7786269,STOLEN ITEMS
4/4/19 22:36,2019,94,4,3,day_weekday,SCIENCE BLOCK 4,FOS,1.295631286,103.7788028,LOST AND FOUND
24/7/19 19:47,2019,205,7,2,day_weekday,6 PGP BUNGALOW,PGP,1.293385625,103.7779056,DAMAGED PROPERTY
19/4/19 19:56,2019,109,4,4,day_weekday,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,LOST AND FOUND
17/9/19 2:20,2019,260,9,1,day_weekday,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,STOLEN ITEMS
10/10/19 10:51,2019,283,10,3,day_weekday,EDUCATION RESOURCE CENTRE,UTown,1.305725982,103.7726716,LOST AND FOUND
1/3/19 16:01,2019,60,3,4,day_weekday,PGPR CARPARK,PGP,1.290814479,103.7812394,SEXUAL INCIDENTS
22/5/19 16:49,2019,142,5,2,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,STOLEN ITEMS
10/1/19 21:31,2019,10,1,3,day_weekday,RIDGE VIEW RESIDENCE (BLOCK B),YIH,1.297702725,103.7763235,LOST AND FOUND
27/4/19 21:14,2019,117,4,5,weekend,LECTURE THEATRE 32,FOS,1.296130118,103.778317,LOST AND FOUND
28/9/19 15:41,2019,271,9,5,weekend,PGP RESIDENCES (BLOCK 12),PGP,1.290852627,103.780192,DAMAGED PROPERTY
8/1/19 9:27,2019,8,1,1,day_weekday,CINNAMON COLLEGE -MAIN BLK,UTown,1.306506139,103.7736295,STOLEN ITEMS
24/11/19 3:47,2019,328,11,6,weekend,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
6/12/19 3:36,2019,340,12,4,day_weekday,I3,SOC,1.292406056,103.7755806,LOST AND FOUND
22/1/19 22:15,2019,22,1,1,day_weekday,KENT RIDGE HALL (BLOCK A),HALL,1.29166438,103.7749714,SEXUAL INCIDENTS
22/3/19 13:37,2019,81,3,4,day_weekday,BTC-MANASSEH MEYER,BTC,1.319098649,103.8176172,LOST AND FOUND
19/5/19 7:38,2019,139,5,6,weekend,BTC- MULTIPURPOSE AUDITORIUM,BTC,1.319039869,103.8166651,LOST AND FOUND
12/10/18 9:40,2018,285,10,4,day_weekday,LECTURE THEATRE 26,FOS,1.296796994,103.781201,SEXUAL INCIDENTS
2/1/19 19:48,2019,2,1,2,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,LOST AND FOUND
19/2/19 10:21,2019,50,2,1,day_weekday,SUB-STATION 4 (NEAR KEVII),PGP,1.292213805,103.7814032,LOST AND FOUND
15/5/19 23:15,2019,135,5,2,day_weekday,LECTURE THEATRE 15,SOC,1.295514563,103.7734516,STOLEN ITEMS
7/11/18 2:36,2018,311,11,2,day_weekday,YALE DINNING SERVICES,UTown,1.306325197,103.7717576,STOLEN ITEMS
20/10/19 5:16,2019,293,10,6,weekend,NUHS TOWER BLOCK,FOS,1.292211477,103.7836035,STOLEN ITEMS
26/10/19 18:45,2019,299,10,5,weekend,KE VII HALL (BLOCK B),PGP,1.293176628,103.7803068,DAMAGED PROPERTY
14/2/19 8:57,2019,45,2,3,day_weekday,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,LOST AND FOUND
24/5/19 20:53,2019,144,5,4,day_weekday,PGP RESIDENCES RESTAURANT,PGP,1.290570399,103.7813784,LOST AND FOUND
13/9/19 19:46,2019,256,9,4,day_weekday,"COMMUNAL BLK A, 121",KV,1.302400027,103.7689415,SEXUAL INCIDENTS
11/2/19 6:10,2019,42,2,0,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,STOLEN ITEMS
16/10/19 16:59,2019,289,10,2,day_weekday,AS8 CARPARK,FASS,1.295895333,103.7720224,DAMAGED PROPERTY
1/3/19 19:32,2019,60,3,4,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,LOST AND FOUND
24/2/19 7:17,2019,55,2,6,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,STOLEN ITEMS
20/7/19 7:44,2019,201,7,5,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,LOST AND FOUND
18/7/19 10:31,2019,199,7,3,day_weekday,PGP RESIDENCES (BLOCK 7),PGP,1.291101134,103.7800076,LOST AND FOUND
9/7/19 18:44,2019,190,7,1,day_weekday,BTC-MOOT COURT,BTC,1.318755191,103.8164184,SEXUAL INCIDENTS
28/12/18 13:19,2018,362,12,4,day_weekday,TLL CARPARK,CDE,1.29940048,103.7721367,LOST AND FOUND
27/12/18 16:49,2018,361,12,3,day_weekday,PGP RESIDENCES LECTURE THEATRE,PGP,1.290720131,103.7821794,LOST AND FOUND
22/12/18 5:50,2018,356,12,5,weekend,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,SEXUAL INCIDENTS
16/7/19 15:59,2019,197,7,1,day_weekday,LECTURE THEATRE 14,SOC,1.295737627,103.7733865,LOST AND FOUND
20/9/18 15:16,2018,263,9,3,day_weekday,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,LOST AND FOUND
23/3/19 16:49,2019,82,3,5,weekend,PGP RESIDENCES (BLOCK 4),PGP,1.291208032,103.7822304,LOST AND FOUND
6/10/18 3:20,2018,279,10,5,weekend,PGP RESIDENCES MPH,PGP,1.290916678,103.780617,SEXUAL INCIDENTS
27/7/19 1:08,2019,208,7,5,weekend,KE VII HALL (BLOCK B),PGP,1.293176628,103.7803068,STOLEN ITEMS
2/12/18 22:46,2018,336,12,6,weekend,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,LOST AND FOUND
8/5/19 17:44,2019,128,5,2,day_weekday,YALE DINNING SERVICES,UTown,1.306325197,103.7717576,STOLEN ITEMS
18/5/19 8:56,2019,138,5,5,weekend,LECTURE THEATRE 33,FOS,1.29776785,103.7808098,LOST AND FOUND
12/2/19 3:01,2019,43,2,1,day_weekday,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,DAMAGED PROPERTY
9/2/19 0:48,2019,40,2,5,weekend,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,LOST AND FOUND
14/11/18 3:12,2018,318,11,2,day_weekday,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,LOST AND FOUND
29/12/18 13:43,2018,363,12,5,weekend,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,EMERGENCY INCIDENTS
26/4/19 14:04,2019,116,4,4,day_weekday,BTC-BIN CENTRE,BTC,1.319801578,103.8176313,LOST AND FOUND
23/2/19 2:20,2019,54,2,5,weekend,YALE SPORTS HALL,UTown,1.307810335,103.7726519,STOLEN ITEMS
1/1/19 3:20,2019,1,1,1,day_weekday,NUHS TOWER BLOCK,FOS,1.292211477,103.7836035,DAMAGED PROPERTY
7/5/19 18:19,2019,127,5,1,day_weekday,CANTEEN 4 (FRONTIER),FOS,1.296414273,103.7803745,LOST AND FOUND
19/1/19 8:06,2019,19,1,5,weekend,FOS-RICE SHED C-NEXT TO S3&S4,FOS,1.296022174,103.7792963,LOST AND FOUND
24/9/19 7:32,2019,267,9,1,day_weekday,ENGINEERING BLOCK 7,CDE,1.298590159,103.7734899,DAMAGED PROPERTY
23/9/19 17:21,2019,266,9,0,day_weekday,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,DAMAGED PROPERTY
28/5/19 17:30,2019,148,5,1,day_weekday,UNIVERSITY CULTURAL CENTRE,UCC,1.301613834,103.7722703,STOLEN ITEMS
5/2/19 7:22,2019,36,2,1,day_weekday,EUSOFF HALL (COMMUNAL HALL),HALL,1.293724685,103.7702582,LOST AND FOUND
5/9/19 5:12,2019,248,9,3,day_weekday,RAFFLES HALL (BLOCK D),YIH,1.300301709,103.7726668,LOST AND FOUND
10/12/18 3:28,2018,344,12,0,day_weekday,DSO BUILDING,FOS,1.296243699,103.7813743,LOST AND FOUND
4/4/19 6:27,2019,94,4,3,day_weekday,LECTURE THEATRE 31,FOS,1.296845972,103.7804072,DAMAGED PROPERTY
15/8/19 18:49,2019,227,8,3,day_weekday,KE VII HALL (BLOCK H),PGP,1.293037911,103.7801553,LOST AND FOUND
19/9/18 21:35,2018,262,9,2,day_weekday,ENGINEERING BLOCK 6,CDE,1.299181543,103.7730982,STOLEN ITEMS
7/9/18 3:44,2018,250,9,4,day_weekday,BTC-MOOT COURT,BTC,1.318755191,103.8164184,DAMAGED PROPERTY
22/2/19 15:02,2019,53,2,4,day_weekday,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,DAMAGED PROPERTY
11/8/19 8:56,2019,223,8,6,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,DAMAGED PROPERTY
23/6/19 11:52,2019,174,6,6,weekend,PGP RESIDENCES LECTURE THEATRE,PGP,1.290720131,103.7821794,LOST AND FOUND
16/1/19 6:07,2019,16,1,2,day_weekday,ENGINEERING WORKSHOP 1,CDE,1.298988688,103.7705945,LOST AND FOUND
23/2/19 13:05,2019,54,2,5,weekend,TEMASEK LIFE SCIENCE LAB,PGP,1.294203503,103.7765942,LOST AND FOUND
8/9/19 11:46,2019,251,9,6,weekend,BTC-FEDERAL,BTC,1.318374465,103.8173933,SEXUAL INCIDENTS
8/9/18 8:37,2018,251,9,5,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,LOST AND FOUND
22/10/18 0:01,2018,295,10,0,day_weekday,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,STOLEN ITEMS
21/9/18 14:26,2018,264,9,4,day_weekday,5 PGP BUNGALOW,PGP,1.293103799,103.7786261,SEXUAL INCIDENTS
29/10/18 16:37,2018,302,10,0,day_weekday,ENGINEERING WORKSHOP 1,CDE,1.298988688,103.7705945,EMERGENCY INCIDENTS
24/5/19 20:19,2019,144,5,4,day_weekday,LECTURE THEATRE 1,CDE,1.299442762,103.7711115,DAMAGED PROPERTY
9/3/19 20:53,2019,68,3,5,weekend,SHEARES HALL (BLOCK A),HALL,1.291577534,103.7754185,STOLEN ITEMS
16/10/18 7:37,2018,289,10,1,day_weekday,YALE RESIDENTIAL COLLEGE 2,UTown,1.307098618,103.7719809,DAMAGED PROPERTY
19/4/19 4:59,2019,109,4,4,day_weekday,ENGINEERING BLOCK 2,CDE,1.299314011,103.7711967,DAMAGED PROPERTY
26/11/18 3:39,2018,330,11,0,day_weekday,YUSOF ISHAK HOUSE,YIH,1.29851672,103.7749707,LOST AND FOUND
1/2/19 18:26,2019,32,2,4,day_weekday,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,DAMAGED PROPERTY
25/1/19 16:55,2019,25,1,4,day_weekday,ENGINEERING BLOCK 3A,CDE,1.300324497,103.7714214,SEXUAL INCIDENTS
6/5/19 22:59,2019,126,5,0,day_weekday,PGP RESIDENCES (BLOCK 18),PGP,1.291099609,103.7804155,DAMAGED PROPERTY
24/10/18 14:27,2018,297,10,2,day_weekday,BTC-LI KA SHING BUILDING,BTC,1.319621613,103.8175738,LOST AND FOUND
29/7/19 17:59,2019,210,7,0,day_weekday,EUSOFF HALL (BLOCK D),HALL,1.293493373,103.7697466,LOST AND FOUND
21/5/19 16:58,2019,141,5,1,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,DAMAGED PROPERTY
3/1/19 14:42,2019,3,1,3,day_weekday,MEDICINE BLOCK 7,FOS,1.295550034,103.7817394,EMERGENCY INCIDENTS
5/9/18 14:02,2018,248,9,2,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,DAMAGED PROPERTY
5/3/19 13:43,2019,64,3,1,day_weekday,5 KR BUNGALOW,KR,1.294572999,103.7796455,LOST AND FOUND
16/7/19 2:50,2019,197,7,1,day_weekday,PGP RESIDENCES (BLOCK 9),PGP,1.291154226,103.7797307,LOST AND FOUND
2/7/19 11:19,2019,183,7,1,day_weekday,DESIGN & ENVIRONMENT BLOCK 2,CDE,1.297396959,103.7711486,STOLEN ITEMS
28/1/19 10:50,2019,28,1,0,day_weekday,"KENT VALE APARTMENT BLK A,103",KV,1.301286274,103.7690165,SEXUAL INCIDENTS
20/12/18 8:30,2018,354,12,3,day_weekday,ENGINEERING BLOCK 8,CDE,1.299003113,103.7726879,STOLEN ITEMS
19/11/18 15:36,2018,323,11,0,day_weekday,SUB-STATION 4 (NEAR KEVII),PGP,1.292213805,103.7814032,EMERGENCY INCIDENTS
3/4/19 16:17,2019,93,4,2,day_weekday,YALE WEST CORE,UTown,1.308169683,103.7723937,LOST AND FOUND
22/5/19 21:48,2019,142,5,2,day_weekday,SCIENCE BLOCK 1,FOS,1.295780109,103.7779029,EMERGENCY INCIDENTS
25/5/19 17:06,2019,145,5,5,weekend,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,LOST AND FOUND
