,Date,Time,Crime,Location,Building
1195,19/09/2022,2:41,EMERGENCY INCIDENTS,KV,COMMUNAL BLK B
1196,27/09/2023,12:21,DAMAGED PROPERTY,HALL,SHEARES HALL (BLOCK C)
1197,07/02/2022,21:47,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK A)
1198,21/03/2023,16:43,STOLEN ITEMS,FOS,LECTURE THEATRE 33
1199,04/08/2022,1:22,LOST AND FOUND,CDE,LECTURE THEATRE 4
1200,31/08/2022,15:03,EMERGENCY INCIDENTS,YIH,RAFFLES HALL (BLOCK A)
1201,27/03/2022,18:42,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 10)
1202,16/06/2023,14:34,LOST AND FOUND,PGP,PGP RESIDENCES MPH
1203,05/10/2023,6:50,DAMAGED PROPERTY,FOS,LECTURE THEATRE 35 (PETER AND MARY FU)
1204,22/09/2023,20:13,DAMAGED PROPERTY,PGP,STORE 2 (NEAR KEVII HALL)
1205,15/09/2022,13:10,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 14)
1206,29/03/2022,1:08,LOST AND FOUND,BTC,BTC-MOOT COURT
1207,12/03/2022,2:19,LOST AND FOUND,HALL,TEMASEK HALL (BLOCK A)
1208,20/05/2023,4:14,DAMAGED PROPERTY,FOS,LECTURE THEATRE 26
1209,26/04/2022,15:28,EMERGENCY INCIDENTS,UTown,UTOWN RESIDENCE SOUTH-TOWER
1210,03/07/2023,6:40,EMERGENCY INCIDENTS,FASS,LECTURE THEATRE 11
1211,21/03/2023,21:49,SEXUAL INCIDENTS,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1212,31/08/2022,19:10,EMERGENCY INCIDENTS,SOC,COMPUTING BLOCK 2
1213,26/07/2023,2:52,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK B, 105"
1214,20/01/2022,13:21,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 4)
1215,11/10/2023,6:43,LOST AND FOUND,PGP,KE VII HALL (BLOCK B)
1216,21/02/2022,12:11,LOST AND FOUND,UTown,CINNAMON UNI SCH PROG (USP)
1217,07/03/2023,7:49,LOST AND FOUND,PGP,INNOVATION 4.0
1218,14/03/2022,14:36,LOST AND FOUND,PGP,9 PGP BUNGALOW
1219,24/05/2023,2:44,LOST AND FOUND,CDE,ENGINEERING BLOCK 2
1220,27/12/2022,11:42,LOST AND FOUND,SOC,DATA-CENTRE-NUS HIGH SCHOOL
1221,10/10/2022,5:25,EMERGENCY INCIDENTS,HALL,EUSOFF HALL (BLOCK A)
1222,06/04/2023,21:31,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 19)
1223,04/07/2023,2:50,EMERGENCY INCIDENTS,SOC,COMPUTING BLOCK 2
1224,03/07/2022,10:30,STOLEN ITEMS,UTown,YALE ADMINISTRATION BLOCK
1225,03/01/2023,7:12,LOST AND FOUND,PGP,KE VII HALL (BLOCK B)
1226,01/05/2023,1:43,LOST AND FOUND,CDE,E6 CARPARK
1227,23/12/2022,12:21,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 6
1228,15/03/2023,9:41,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK D)
1229,20/09/2023,12:53,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 4A
1230,02/08/2022,19:39,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 22)
1231,13/06/2023,23:00,LOST AND FOUND,BTC,18 EVANS BUNGALOW
1232,19/03/2022,18:56,SEXUAL INCIDENTS,FOS,LECTURE THEATRE 32
1233,11/08/2023,22:31,LOST AND FOUND,PGP,PGP RESIDENCES RESTAURANT
1234,31/05/2022,23:20,DAMAGED PROPERTY,YIH,RAFFLES HALL (BLOCK C)
1235,13/02/2022,0:48,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 15)
1236,29/09/2023,9:04,LOST AND FOUND,DNMS,DUKE-NUS MEDSH-KHOOTECKPUAT BG
1237,13/08/2023,16:11,STOLEN ITEMS,UTown,YALE SCIENCE BLOCK
1238,22/02/2022,3:38,DAMAGED PROPERTY,YIH,RAFFLES HALL (EXTENSION TO BLOCK B &D)
1239,20/04/2023,1:34,LOST AND FOUND,KR,1 KR BUNGALOW
1240,06/05/2023,10:29,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 19)
1241,13/01/2022,18:41,STOLEN ITEMS,DNMS,TAN CHENG LOCK BABA HSE MUSEUM
1242,21/01/2023,7:30,DAMAGED PROPERTY,HALL,HOUSE 5 ANNEX
1243,09/09/2022,22:39,EMERGENCY INCIDENTS,KR,4 KR BUNGALOW
1244,31/01/2023,20:33,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK D, 113"
1245,28/09/2023,19:20,LOST AND FOUND,PGP,PGPR CARPARK
1246,16/03/2023,20:57,LOST AND FOUND,FOS,MEDICINE BLOCK 7
1247,12/08/2023,9:07,SEXUAL INCIDENTS,HALL,TEMASEK HALL (COMMUNAL HALL)
1248,17/04/2022,14:12,DAMAGED PROPERTY,BTC,BTC-MOOT COURT
1249,25/07/2023,15:02,EMERGENCY INCIDENTS,PGP,2 PGP BUNGALOW
1250,24/04/2023,16:15,LOST AND FOUND,KR,1 KR BUNGALOW
1251,04/04/2022,13:32,STOLEN ITEMS,KR,14 KR BUNGALOW
1252,11/08/2022,0:19,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK C)
1253,07/09/2023,23:37,DAMAGED PROPERTY,YIH,KUOK FOUNDATION HOUSE
1254,16/03/2023,22:14,SEXUAL INCIDENTS,HALL,KENT RIDGE HALL (BLOCK D)
1255,21/10/2023,15:36,DAMAGED PROPERTY,BIZ,NUS ENTERPRISE-JTC BLK71
1256,28/06/2023,11:05,LOST AND FOUND,BIZ,BUSINESS BLOCK 1-MOCHTAR RIADY
1257,07/09/2022,19:58,LOST AND FOUND,CDE,EL SERVICE RESERVOIRS 1&2
1258,12/03/2022,21:23,LOST AND FOUND,UTown,YALE ADMINISTRATION BLOCK
1259,14/02/2022,16:17,DAMAGED PROPERTY,FOS,LECTURE THEATRE 20
1260,20/07/2023,6:01,DAMAGED PROPERTY,UTown,SRC CARPARK
1261,29/06/2022,8:15,LOST AND FOUND,HALL,EUSOFF HALL (BLOCK B)
1262,03/07/2022,21:34,LOST AND FOUND,PGP,INNOVATION 4.0
1263,12/05/2022,20:10,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 10)
1264,15/06/2023,11:55,DAMAGED PROPERTY,BTC,BTC-CAFE
1265,12/02/2022,14:49,LOST AND FOUND,FOS,LECTURE THEATRE 31
1266,15/08/2023,9:58,DAMAGED PROPERTY,FOS,LECTURE THEATRE 37
1267,09/04/2023,5:25,DAMAGED PROPERTY,UTown,COLLEGE OF A&P TAN -TOWER
1268,14/07/2023,1:23,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 7)
1269,07/06/2023,9:21,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 18)
1270,13/04/2022,13:30,DAMAGED PROPERTY,CDE,ENGINEERING WORKSHOP 1A
1271,27/08/2022,19:27,DAMAGED PROPERTY,KR,9 KR BUNGALOW
1272,18/02/2023,5:57,DAMAGED PROPERTY,UTown,YALE EAST CORE
1273,19/10/2022,1:04,DAMAGED PROPERTY,YIH,RAFFLES HALL (BLOCK D)
1274,25/04/2023,23:15,EMERGENCY INCIDENTS,YIH,RAFFLES HALL (BLOCK D)
1275,13/09/2023,15:35,EMERGENCY INCIDENTS,BTC,BTC-BIN CENTRE
1276,06/04/2023,3:22,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK I, 119"
1277,17/09/2022,8:13,LOST AND FOUND,UTown,YALE RESIDENTIAL COLLEGE 1
1278,16/01/2023,23:25,DAMAGED PROPERTY,YIH,UNIVERSITY HALL
1279,17/04/2023,16:11,LOST AND FOUND,HALL,SHEARES HALL (COMMUNAL HALL)
1280,28/06/2022,13:53,DAMAGED PROPERTY,CDE,TEMASEK LAB
1281,20/08/2023,2:02,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK F)
1282,10/02/2022,18:49,EMERGENCY INCIDENTS,BTC,BTC-LECTURE THEATRE
1283,18/07/2022,7:11,EMERGENCY INCIDENTS,HALL,KENT RIDGE HALL (BLOCK C)
1284,14/11/2022,22:38,STOLEN ITEMS,FOS,SCIENCE BLOCK 4
1285,18/12/2022,8:31,DAMAGED PROPERTY,PGP,TEMASEK LIFE SCIENCE LAB
1286,26/02/2022,20:09,STOLEN ITEMS,UTown,YALE FITNESS CENTER
1287,01/01/2022,23:48,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 5)
1288,22/05/2022,1:00,LOST AND FOUND,FOS,NUHS-MAIN BUILDING
1289,06/06/2023,18:50,LOST AND FOUND,SOC,DATA-CENTRE-NUS HIGH SCHOOL
1290,15/07/2023,5:33,STOLEN ITEMS,UTown,SRC CARPARK
1291,03/03/2022,15:16,EMERGENCY INCIDENTS,CDE,LECTURE THEATRE 6
1292,07/10/2023,4:08,DAMAGED PROPERTY,CDE,CTR FOR ENGLISH LANGUAGE COMMUNICATION
1293,30/05/2023,13:23,DAMAGED PROPERTY,CDE,ENGINEERING BLOCK 4
1294,18/10/2023,8:54,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 21)
1295,19/07/2022,1:13,STOLEN ITEMS,UTown,CINNAMON COLLEGE -MPH
1296,22/04/2023,14:37,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK E)
1297,27/03/2023,5:42,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 16
1298,19/03/2023,1:21,EMERGENCY INCIDENTS,UCC,UNIVERSITY CULTURAL CENTRE
1299,01/03/2022,9:59,SEXUAL INCIDENTS,PGP,TECH CTR FOR OFFSHORE & MARINE
1300,01/08/2023,7:43,EMERGENCY INCIDENTS,FASS,TMSI-ST JOHN'S ISLAND
1301,11/02/2022,10:35,LOST AND FOUND,CDE,TLL CARPARK
1302,06/01/2023,12:04,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 5)
1303,10/03/2022,13:46,EMERGENCY INCIDENTS,UTown,COLLEGE OF A&P TAN -MPH
1304,25/12/2022,11:53,LOST AND FOUND,PGP,KE VII HALL (BLOCK A)
1305,14/07/2022,15:51,EMERGENCY INCIDENTS,BTC,BTC-MANASSEH MEYER
1306,07/03/2022,20:49,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 4A
1307,14/06/2023,1:59,STOLEN ITEMS,HALL,KENT RIDGE HALL (BLOCK A)
1308,07/01/2023,17:01,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK 6
1309,07/01/2023,18:26,DAMAGED PROPERTY,FOS,CELS CARPARK
1310,25/05/2023,5:59,LOST AND FOUND,UTown,ELECTRICAL SUB-STATION
1311,15/03/2022,19:32,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 22)
1312,29/05/2022,0:26,DAMAGED PROPERTY,SOC,LECTURE THEATRE 19
1313,04/10/2023,9:36,LOST AND FOUND,FOS,MEDICINE BLOCK 11
1314,19/03/2022,22:13,DAMAGED PROPERTY,UTown,YALE RESIDENTIAL COLLEGE 2
1315,11/12/2022,5:49,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 26
1316,10/05/2022,20:29,DAMAGED PROPERTY,FOS,LT 27 (LIM SENG TJOE LECTURE)
1317,29/09/2022,8:50,EMERGENCY INCIDENTS,YIH,RIDGE VIEW RESIDENCE (BLOCK B)
1318,23/08/2022,10:53,LOST AND FOUND,KR,5 KR BUNGALOW
1319,08/04/2023,15:11,EMERGENCY INCIDENTS,KR,3 KR BUNGALOW
1320,21/08/2022,9:50,EMERGENCY INCIDENTS,PGP,5 PGP BUNGALOW
1321,14/12/2022,0:49,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 27)
1322,24/06/2022,15:09,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 2
1323,10/01/2022,5:42,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK E, 109"
1324,09/01/2023,4:23,EMERGENCY INCIDENTS,KR,3 KR BUNGALOW
1325,06/01/2022,13:23,EMERGENCY INCIDENTS,UTown,CREATE (UTOWN PLAZA)
1326,29/03/2023,8:41,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 16)
1327,12/01/2023,1:51,EMERGENCY INCIDENTS,BTC,BTC-CAFE
1328,26/03/2023,10:39,LOST AND FOUND,FOS,NUHS-MAIN BUILDING
1329,30/09/2023,19:29,LOST AND FOUND,UTown,DINING HALL (RC4 & CAPT)
1330,10/04/2023,16:13,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 3)
1331,08/11/2022,19:48,EMERGENCY INCIDENTS,FASS,ARTS & SOCIAL SCIENCES BLOCK 2
1332,26/04/2023,21:44,DAMAGED PROPERTY,CDE,LECTURE THEATRE 2
1333,20/12/2022,21:26,EMERGENCY INCIDENTS,YIH,UNIVERSITY HEALTH CENTRE
1334,04/06/2022,19:09,EMERGENCY INCIDENTS,PGP,7 PGP BUNGALOW
1335,23/05/2022,9:27,LOST AND FOUND,HALL,EUSOFF HALL (BLOCK B)
1336,20/12/2022,23:20,SEXUAL INCIDENTS,FOS,MEDICINE BLOCK 10
1337,12/05/2022,7:28,DAMAGED PROPERTY,UTown,CINNAMON UNI SCH PROG (USP)
1338,10/09/2023,6:59,SEXUAL INCIDENTS,UTown,CREATE (RESEARCH)
1339,20/02/2022,12:12,LOST AND FOUND,CDE,DESIGN & ENVIRONMENT BLOCK 2
1340,23/09/2023,8:19,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 8)
1341,08/09/2023,12:39,DAMAGED PROPERTY,CDE,ENGINEERING BLOCK A
1342,30/06/2022,17:05,LOST AND FOUND,UTown,RESIDENT COLLEGE 4
1343,05/07/2022,22:00,EMERGENCY INCIDENTS,HALL,SHEARES HALL (BLOCK B)
1344,24/07/2022,10:44,SEXUAL INCIDENTS,UTown,UHALL CARPARK
1345,23/06/2023,15:36,DAMAGED PROPERTY,BIZ,NUS SOCIETY-GUILD HOUSE
1346,15/08/2022,4:52,DAMAGED PROPERTY,HALL,SHEARES HALL (BLOCK E)
1347,29/09/2023,14:24,DAMAGED PROPERTY,SOC,LECTURE THEATRE 19
1348,05/01/2022,15:26,LOST AND FOUND,UCC,LKC NATURAL HISTORY MUSEUM
1349,27/04/2023,10:04,LOST AND FOUND,KR,SEA-TO-SPACE (18KR BUNGALOW)
1350,26/08/2023,14:32,LOST AND FOUND,CDE,DESIGN & ENVIRONMENT BLOCK 4
1351,11/06/2023,14:19,EMERGENCY INCIDENTS,BIZ,HON SUI SEN MEMORIAL LIBRARY
1352,06/05/2023,13:01,LOST AND FOUND,YIH,UNIVERSITY HEALTH CENTRE
1353,20/06/2023,0:40,EMERGENCY INCIDENTS,PGP,PGPR CARPARK
1354,03/02/2023,0:19,LOST AND FOUND,FOS,SUB-STATION 3 (NEAR S13)
1355,09/07/2022,2:26,DAMAGED PROPERTY,YIH,RAFFLES HALL (EXTENSION TO BLOCK B &D)
1356,03/04/2023,12:32,EMERGENCY INCIDENTS,FASS,ARTS & SOCIAL SCIENCES BLOCK 1
1357,28/08/2022,4:55,STOLEN ITEMS,FOS,MD BLK 6 (CTR FOR TRANS  MED)
1358,27/07/2023,19:21,STOLEN ITEMS,BTC,BTC-BIN CENTRE
1359,22/02/2023,14:12,LOST AND FOUND,HALL,SHEARES HALL (BLOCK D)
1360,14/01/2022,22:00,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK C)
1361,04/03/2022,0:48,DAMAGED PROPERTY,FOS,MD11 CARPARK
1362,17/11/2022,5:57,EMERGENCY INCIDENTS,CDE,LECTURE THEATRE 6
1363,11/03/2022,11:33,DAMAGED PROPERTY,HALL,KENT RIDGE HALL (BLOCK B)
1364,18/06/2023,17:08,DAMAGED PROPERTY,YIH,NUS STAFF CLUB
1365,15/02/2022,2:22,EMERGENCY INCIDENTS,FOS,SUB-STATION 3 (NEAR S13)
1366,23/11/2022,19:33,DAMAGED PROPERTY,BIZ,HON SUI SEN MEMORIAL LIBRARY
1367,26/06/2023,17:45,EMERGENCY INCIDENTS,CDE,DESIGN & ENVIRONMENT BLOCK 1
1368,01/03/2023,17:44,DAMAGED PROPERTY,FOS,NUHS-MAIN BUILDING
1369,13/03/2023,16:51,EMERGENCY INCIDENTS,FASS,AS8 CARPARK
1370,22/02/2023,23:33,SEXUAL INCIDENTS,FOS,FOS - SHED B-NEXT TO S3&S4
1371,02/07/2023,17:41,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 22)
1372,21/06/2022,17:25,EMERGENCY INCIDENTS,UTown,CREATE (INNOVATION)
1373,06/10/2022,5:01,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES RESTAURANT
1374,02/06/2022,1:55,DAMAGED PROPERTY,SOC,ISS CARPARK
1375,26/10/2022,1:52,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 30)
1376,01/03/2022,17:04,STOLEN ITEMS,UTown,YALE EAST CORE
1377,12/05/2022,7:43,LOST AND FOUND,HALL,EUSOFF HALL (BLOCK D)
1378,28/04/2022,1:01,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 17)
1379,24/05/2023,9:04,EMERGENCY INCIDENTS,FOS,FOS - SHED B-NEXT TO S3&S4
1380,12/04/2023,3:52,EMERGENCY INCIDENTS,UTown,CREATE (RESEARCH)
1381,14/07/2022,14:17,EMERGENCY INCIDENTS,BIZ,BIZ1 CARPARK
1382,08/05/2023,2:28,SEXUAL INCIDENTS,YIH,RIDGE VIEW RESIDENCE (BLOCK D)
1383,09/07/2023,12:52,EMERGENCY INCIDENTS,UTown,CINNAMON COLLEGE -MPH
1384,31/10/2022,4:40,LOST AND FOUND,CDE,ENGINEERING BLOCK A
1385,12/06/2022,4:04,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 11
1386,25/07/2022,0:44,DAMAGED PROPERTY,KR,2 KR BUNGALOW
1387,04/05/2023,8:25,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 20)
1388,02/03/2023,19:00,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 3
1389,05/11/2022,2:53,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK E)
1390,10/07/2022,22:58,LOST AND FOUND,UTown,CINNAMON COLLEGE -MAIN BLK
1391,17/02/2022,10:38,LOST AND FOUND,PGP,KE VII HALL (BLOCK D)
1392,31/07/2022,8:53,EMERGENCY INCIDENTS,UTown,TEMBUSU COLLEGE- MAIN BLK
1393,15/04/2022,11:15,SEXUAL INCIDENTS,BIZ,NUS SOCIETY-GUILD HOUSE
1394,20/10/2023,12:01,LOST AND FOUND,HALL,SHEARES HALL (BLOCK D)
1395,24/09/2023,15:06,STOLEN ITEMS,UTown,YALE SPORTS HALL
1396,14/01/2023,13:24,EMERGENCY INCIDENTS,UCC,DECOM SUB-STATION 1 (NEAR LKCNHM)
1397,14/02/2023,13:47,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 16
1398,27/12/2022,2:09,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 5)
1399,12/10/2023,14:17,EMERGENCY INCIDENTS,YIH,UNIVERSITY HEALTH CENTRE
1400,11/08/2023,9:06,EMERGENCY INCIDENTS,KV,"COMMUNAL BLK A, 121"
1401,26/09/2023,19:06,DAMAGED PROPERTY,PGP,PGP RESIDENCES CANTEEN 2
1402,27/01/2022,18:54,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 1A (LEE WEE KENG)
1403,25/11/2022,23:18,LOST AND FOUND,UCC,NATIONAL SINGAPORE WIND TUNNEL
1404,07/02/2023,0:11,LOST AND FOUND,FOS,LECTURE THEATRE 33
1405,06/10/2023,14:14,DAMAGED PROPERTY,SOC,LECTURE THEATRE 16
1406,23/09/2023,22:08,DAMAGED PROPERTY,SOC,DATA-CENTRE-NUS HIGH SCHOOL
1407,16/12/2022,8:23,EMERGENCY INCIDENTS,BTC,16 EVANS BUNGALOW
1408,07/05/2022,20:13,DAMAGED PROPERTY,CDE,LECTURE THEATRE 2
1409,03/06/2022,2:22,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK E)
1410,21/10/2022,1:59,STOLEN ITEMS,FOS,LECTURE THEATRE 35 (PETER AND MARY FU)
1411,08/07/2022,10:30,EMERGENCY INCIDENTS,SOC,LECTURE THEATRE 14
1412,20/01/2022,10:48,STOLEN ITEMS,FOS,MEDICINE BLOCK 9
1413,24/09/2022,10:57,EMERGENCY INCIDENTS,KR,11 KR BUNGALOW
1414,05/08/2023,7:53,LOST AND FOUND,BTC,BTC-MANASSEH MEYER
1415,13/11/2022,15:37,DAMAGED PROPERTY,FOS,LECTURE THEATRE 35 (PETER AND MARY FU)
1416,26/01/2023,12:09,LOST AND FOUND,FOS,DSO CARPARK
1417,28/08/2022,4:19,STOLEN ITEMS,HALL,SHEARES HALL (BLOCK D)
1418,21/11/2022,9:14,LOST AND FOUND,FOS,CANTEEN 4 (FRONTIER)
1419,31/01/2023,5:44,EMERGENCY INCIDENTS,HALL,TEMASEK HALL (BLOCK C)
1420,18/08/2022,11:24,LOST AND FOUND,PGP,PGP RESIDENCES CANTEEN 2
1421,07/04/2023,11:44,EMERGENCY INCIDENTS,KR,14 KR BUNGALOW
1422,18/11/2022,7:35,DAMAGED PROPERTY,FASS,AS8 CARPARK
1423,11/05/2023,22:38,STOLEN ITEMS,FOS,SCIENCE BLOCK 11
1424,24/10/2022,23:51,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 10)
1425,20/02/2022,11:47,LOST AND FOUND,FOS,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE
1426,21/10/2023,14:44,LOST AND FOUND,HALL,EUSOFF HALL (BLOCK D)
1427,22/09/2023,7:56,EMERGENCY INCIDENTS,UCC,BOOSTER PUMP HSE(NEXT LKCNHM)
1428,12/03/2022,8:18,DAMAGED PROPERTY,SOC,ISS CARPARK
1429,09/07/2023,11:36,LOST AND FOUND,FOS,LECTURE THEATRE 28
1430,31/01/2023,12:04,LOST AND FOUND,FOS,SCIENCE BLOCK 8
1431,21/09/2022,11:27,LOST AND FOUND,UCC,NATIONAL SINGAPORE WIND TUNNEL
1432,26/02/2022,11:43,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK F, 107"
1433,10/06/2023,2:08,LOST AND FOUND,HALL,TEMASEK HALL (COMMUNAL HALL)
1434,13/03/2023,12:00,LOST AND FOUND,FOS,MD BLK 1  (TAHIR FDN BLDG)
1435,21/07/2023,0:40,LOST AND FOUND,CDE,ENGINEERING BLOCK 2
1436,26/04/2023,7:29,LOST AND FOUND,PGP,3 PGP BUNGALOW
1437,26/09/2023,20:22,DAMAGED PROPERTY,BTC,BTC-BLOCK B
1438,24/05/2023,20:45,SEXUAL INCIDENTS,SOC,LECTURE THEATRE 19
1439,11/06/2022,23:30,LOST AND FOUND,KV,KENT VALE CHILD CARE CENTRE
1440,07/05/2022,5:14,DAMAGED PROPERTY,BIZ,NUS SOCIETY-GUILD HOUSE
1441,10/01/2023,21:37,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 10)
1442,24/07/2022,4:51,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 19)
1443,22/06/2023,20:30,LOST AND FOUND,YIH,UNIVERSITY HEALTH CENTRE
1444,19/09/2022,11:57,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 1
1445,08/05/2022,0:07,DAMAGED PROPERTY,FOS,CELS CARPARK
1446,29/12/2022,12:28,LOST AND FOUND,BTC,BTC-CAFE
1447,12/07/2022,5:49,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 26)
1448,18/02/2022,15:16,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 8)
1449,14/09/2023,13:34,STOLEN ITEMS,YIH,RAFFLES HALL (COMMUNAL HALL)
1450,10/08/2023,18:11,EMERGENCY INCIDENTS,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1451,27/02/2023,8:28,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 20)
1452,16/10/2023,20:18,LOST AND FOUND,PGP,INNOVATION 4.0
1453,17/08/2023,11:07,EMERGENCY INCIDENTS,YIH,RAFFLES HALL (BLOCK D)
1454,30/08/2023,8:55,SEXUAL INCIDENTS,YIH,RAFFLES HALL (BLOCK C)
1455,12/07/2023,10:52,EMERGENCY INCIDENTS,BTC,BTC-BIN CENTRE
1456,27/03/2022,6:17,EMERGENCY INCIDENTS,CDE,DESIGN & ENVIRONMENT BLOCK 2
1457,29/08/2022,8:53,DAMAGED PROPERTY,FASS,ARTS & SOCIAL SCIENCES BLOCK 3
1458,30/04/2022,11:01,EMERGENCY INCIDENTS,PGP,18A PGP BUNGALOW
1459,10/10/2023,12:49,EMERGENCY INCIDENTS,KR,5 KR BUNGALOW
1460,16/07/2023,15:33,LOST AND FOUND,PGP,PGP RESIDENCES CANTEEN 2
1461,29/03/2022,6:43,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 6)
1462,09/03/2022,20:05,LOST AND FOUND,CDE,ENGINEERING BLOCK 7
1463,21/09/2022,18:28,LOST AND FOUND,FOS,SCIENCE BLOCK 15
1464,09/07/2023,13:28,DAMAGED PROPERTY,BIZ,HON SUI SEN MEMORIAL LIBRARY
1465,16/08/2023,23:38,LOST AND FOUND,PGP,PGP RESIDENCES CANTEEN 2
1466,26/09/2023,4:15,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK G, 115"
1467,11/07/2022,6:48,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 35 (PETER AND MARY FU)
1468,06/06/2022,17:29,STOLEN ITEMS,FOS,LECTURE THEATRE 36 (ALICE AND PETER TAN)
1469,09/02/2023,19:58,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 3
1470,07/06/2022,8:18,DAMAGED PROPERTY,UTown,CTR FOR THE ARTS
1471,29/01/2022,1:30,LOST AND FOUND,CDE,ENGINEERING BLOCK 5
1472,31/08/2022,18:22,DAMAGED PROPERTY,FASS,FASS BLK7 (SHAW FDN BLDG)
1473,30/06/2023,3:10,EMERGENCY INCIDENTS,FOS,LT 27 (LIM SENG TJOE LECTURE)
1474,03/04/2022,0:58,LOST AND FOUND,YIH,RIDGE VIEW RESIDENCE (BLOCK C)
1475,04/10/2023,13:46,LOST AND FOUND,PGP,KE VII HALL (BLOCK A)
1476,17/09/2023,3:04,EMERGENCY INCIDENTS,SOC,DATA-CENTRE-NUS HIGH SCHOOL
1477,09/03/2023,21:52,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK A,103"
1478,31/08/2023,22:30,EMERGENCY INCIDENTS,HALL,TEMASEK HALL (BLOCK A)
1479,17/03/2023,19:48,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK F, 107"
1480,14/05/2023,17:41,SEXUAL INCIDENTS,FOS,LECTURE THEATRE 32
1481,03/01/2022,7:55,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 15)
1482,08/07/2023,10:02,DAMAGED PROPERTY,UTown,YALE RESIDENTIAL COLLEGE 3
1483,04/02/2022,14:16,DAMAGED PROPERTY,FASS,CANTEEN 2 (THE DECK)
1484,04/05/2023,19:30,DAMAGED PROPERTY,HALL,EUSOFF HALL (BLOCK A)
1485,10/04/2022,22:30,EMERGENCY INCIDENTS,SOC,LECTURE THEATRE 17
1486,24/05/2022,10:12,LOST AND FOUND,KR,3 KR BUNGALOW
